544
0	563	0
0	35	0
67	102	36
0	101	0
0	72	0
0	37	0
70	113	38
0	81	0
0	83	0
0	36	0
55	90	37
0	725	0
0	87	0
0	602	0
610	917	603
0	73	0
0	70	0
0	81	0
0	72	0
0	3840	0
0	160	0
0	1300	0
0	73	0
0	83	0
0	71	0
0	2023	0
0	71	0
0	71	0
0	299	0
327	683	300
0	71	0
0	71	0
0	1174	0
0	71	0
0	37	0
70	113	38
0	208	0
0	71	0
0	73	0
0	182	0
0	70	0
0	71	0
0	72	0
0	71	0
0	99	0
0	188	0
0	176	0
0	36	0
56	100	37
0	72	0
0	70	0
0	98	0
138	1511	99
0	331	0
371	916	332
0	254	0
0	170	0
183	591	171
0	36	0
60	95	37
0	72	0
0	72	0
0	81	0
0	73	0
0	1440	0
0	904	0
0	83	0
0	71	0
0	98	0
0	71	0
0	71	0
0	72	0
0	71	0
0	742	0
826	1647	743
0	73	0
0	71	0
0	36	0
97	132	37
0	38	0
53	88	39
0	81	0
0	70	0
0	71	0
0	72	0
0	35	0
55	91	36
0	99	0
0	72	0
0	72	0
0	71	0
0	82	0
0	72	0
0	123	0
0	43	0
77	114	44
0	549	0
0	135	0
0	486	0
489	1919	487
0	72	0
0	73	0
0	71	0
0	73	0
0	81	0
0	72	0
0	71	0
0	72	0
0	71	0
0	71	0
0	3198	0
0	940	0
0	71	0
0	1648	0
0	73	0
0	71	0
0	89	0
0	2715	0
3859	4438	2716
0	75	0
0	75	0
0	74	0
0	84	0
0	75	0
0	73	0
0	72	0
0	74	0
0	74	0
0	85	0
0	73	0
0	75	0
0	75	0
0	83	0
0	70	0
0	75	0
0	74	0
0	73	0
0	75	0
0	77	0
0	482	0
0	170	0
0	81	0
0	90	0
0	70	0
0	81	0
0	71	0
0	368	0
0	71	0
0	72	0
0	71	0
0	159	0
0	71	0
0	71	0
0	71	0
0	81	0
0	72	0
0	550	0
0	71	0
0	359	0
367	969	360
0	720	0
0	185	0
0	91	0
0	71	0
0	72	0
0	73	0
0	521	0
0	73	0
0	73	0
0	71	0
0	72	0
0	73	0
0	706	0
0	35	0
67	102	36
0	442	0
0	73	0
0	35	0
55	91	36
0	70	0
0	38	0
53	88	39
0	70	0
0	44	0
64	100	45
0	514	0
0	72	0
0	35	0
50	88	36
0	253	0
0	179	0
183	513	180
0	72	0
0	496	0
0	1904	0
0	73	0
0	71	0
0	36	0
60	95	37
0	72	0
0	2222	0
0	359	0
370	737	360
0	467	0
480	821	468
0	72	0
0	37	0
70	113	38
0	35	0
70	105	36
0	267	0
0	71	0
0	71	0
0	244	0
0	88	0
0	95	0
0	71	0
0	71	0
0	73	0
0	37	0
70	113	38
0	467	0
475	930	468
0	35	0
55	91	36
0	71	0
0	326	0
342	653	327
0	71	0
0	71	0
0	196	0
0	81	0
0	112	0
0	304	0
0	1312	0
0	71	0
0	81	0
0	35	0
59	95	36
0	71	0
0	73	0
0	71	0
0	73	0
0	72	0
0	71	0
0	467	0
475	866	468
0	72	0
0	73	0
0	71	0
0	70	0
0	43	0
76	113	44
0	72	0
0	35	0
70	105	36
0	70	0
0	213	0
0	178	0
0	71	0
0	71	0
0	73	0
0	72	0
0	81	0
0	71	0
0	72	0
0	709	0
0	709	0
0	35	0
55	91	36
0	35	0
55	91	36
0	983	0
0	187	0
0	35	0
67	102	36
0	89	0
0	71	0
0	72	0
0	72	0
0	71	0
0	125	0
0	189	0
0	6644	0
6710	7029	6645
0	72	0
0	71	0
0	385	0
0	72	0
0	103	0
0	38	0
53	88	39
0	71	0
0	71	0
0	71	0
0	71	0
0	73	0
0	72	0
0	70	0
0	72	0
0	35	0
70	105	36
0	72	0
0	83	0
0	71	0
0	81	0
0	70	0
0	71	0
0	71	0
0	35	0
50	88	36
0	1488	0
0	37	0
57	100	38
0	193	0
0	100	0
0	71	0
0	73	0
0	83	0
0	554	0
568	721	555
0	71	0
0	71	0
0	87	0
144	1052	88
0	72	0
0	72	0
0	94	0
0	35	0
70	105	36
0	73	0
0	71	0
0	100	0
0	73	0
0	108	0
0	37	0
70	113	38
0	72	0
0	71	0
0	72	0
0	350	0
0	36	0
60	95	37
0	35	0
67	102	36
0	81	0
0	605	0
0	72	0
0	83	0
0	111	0
0	72	0
0	71	0
0	71	0
0	3395	0
0	3395	0
3628	3785	3396
4147	5946	3554
0	157	0
0	1799	0
0	120	0
0	3395	0
0	3395	0
3628	3785	3396
4147	5946	3554
0	157	0
0	1799	0
